Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
hv,60427601,1,"Monday, November  5, 2012 20:03:30 UTC",19.4308,-155.4822,1.8,8.60,10,"Island of Hawaii, Hawaii"
ci,15241585,0,"Monday, November  5, 2012 19:31:14 UTC",35.0000,-117.7177,1.4,0.00,24,"Southern California"
nc,71876240,0,"Monday, November  5, 2012 19:24:53 UTC",39.0745,-123.3160,2.2,1.30,13,"Northern California"
ci,15241577,0,"Monday, November  5, 2012 19:18:32 UTC",33.0293,-116.4252,1.4,6.30,30,"Southern California"
ci,15241569,0,"Monday, November  5, 2012 18:44:33 UTC",34.3375,-116.8807,1.6,0.50,37,"Southern California"
nc,71876200,0,"Monday, November  5, 2012 18:40:41 UTC",38.7932,-122.7575,1.0,3.60,12,"Northern California"
nc,71876195,0,"Monday, November  5, 2012 18:35:04 UTC",37.6335,-118.8800,1.4,8.70,21,"Long Valley area, California"
ak,10593669,1,"Monday, November  5, 2012 18:19:38 UTC",60.0043,-152.9873,2.1,5.60, 6,"Southern Alaska"
ci,15241561,0,"Monday, November  5, 2012 17:43:46 UTC",35.9422,-117.7013,1.4,1.90,18,"Central California"
ci,15241553,0,"Monday, November  5, 2012 17:42:45 UTC",35.9478,-117.7065,1.9,4.00, 8,"Central California"
ci,15241545,0,"Monday, November  5, 2012 17:42:33 UTC",33.7027,-116.8062,1.6,19.20,90,"Southern California"
nc,71876150,3,"Monday, November  5, 2012 17:40:55 UTC",36.8948,-121.4060,2.2,9.40,74,"Central California"
ak,10593631,1,"Monday, November  5, 2012 17:21:36 UTC",64.6652,-149.6041,2.3,16.50,14,"Central Alaska"
hv,60427576,1,"Monday, November  5, 2012 16:58:38 UTC",18.9827,-155.4505,1.7,37.10,22,"Hawaii region, Hawaii"
ci,15241537,0,"Monday, November  5, 2012 16:53:31 UTC",33.5087,-116.4840,1.6,17.90,56,"Southern California"
nc,71876125,0,"Monday, November  5, 2012 16:50:39 UTC",36.0840,-120.6865,1.4,2.10,12,"Central California"
ci,15241521,0,"Monday, November  5, 2012 16:49:42 UTC",34.2513,-117.0480,1.7,6.70,85,"Southern California"
us,2012hpax,6,"Monday, November  5, 2012 16:46:00 UTC",6.7440,-72.8694,4.5,161.50,103,"northern Colombia"
ci,15241497,0,"Monday, November  5, 2012 16:40:14 UTC",32.7710,-115.8417,1.5,9.00,26,"Southern California"
ci,15241465,0,"Monday, November  5, 2012 16:23:53 UTC",33.5825,-117.3543,1.6,5.00,16,"Southern California"
us,2012hpaw,B,"Monday, November  5, 2012 16:12:16 UTC",-4.1348,142.1339,4.5,107.30,34,"New Guinea, Papua New Guinea"
nc,71876105,1,"Monday, November  5, 2012 16:11:53 UTC",39.2327,-120.1045,2.2,6.30,18,"Northern California"
nn,00392926,9,"Monday, November  5, 2012 16:05:46 UTC",40.1028,-119.9802,1.4,13.10,20,"Nevada"
us,2012hpau,5,"Monday, November  5, 2012 15:13:55 UTC",37.0568,-104.9402,2.9,5.00,16,"Colorado"
ak,10593580,1,"Monday, November  5, 2012 15:05:36 UTC",60.1987,-153.9207,2.8,189.10,17,"Southern Alaska"
ci,15241449,0,"Monday, November  5, 2012 15:00:47 UTC",33.1948,-116.0497,1.6,6.60,79,"Southern California"
nc,71876060,3,"Monday, November  5, 2012 14:03:45 UTC",38.7755,-122.7462,2.4,3.10,80,"Northern California"
ak,10593564,2,"Monday, November  5, 2012 13:47:02 UTC",61.7736,-150.5166,2.6,49.00,25,"Southern Alaska"
us,2012hpas,4,"Monday, November  5, 2012 13:40:29 UTC",23.7640,121.5074,4.6,14.20,33,"Taiwan"
ak,10593558,1,"Monday, November  5, 2012 13:36:19 UTC",62.0911,-147.6779,2.3,30.80,20,"Central Alaska"
ci,15241425,1,"Monday, November  5, 2012 13:33:29 UTC",33.9780,-117.1887,1.3,7.60,47,"Greater Los Angeles area, California"
us,b000dkje,7,"Monday, November  5, 2012 13:07:58 UTC",28.3694,86.1169,4.5,65.70,53,"western Xizang"
ak,10593550,1,"Monday, November  5, 2012 12:56:36 UTC",63.4834,-150.9152,1.6,0.00, 6,"Central Alaska"
ak,10593534,2,"Monday, November  5, 2012 12:41:14 UTC",60.8590,-152.5210,3.9,123.20,41,"Southern Alaska"
us,b000dkj6,2,"Monday, November  5, 2012 12:21:27 UTC",13.8264,-90.6112,4.4,76.40,65,"offshore Guatemala"
ak,10593524,1,"Monday, November  5, 2012 12:02:19 UTC",61.3196,-146.8553,2.3,19.80,31,"Southern Alaska"
us,b000dkil,3,"Monday, November  5, 2012 11:59:27 UTC",1.4982,128.3379,4.8,72.50,39,"Halmahera, Indonesia"
nc,71876005,1,"Monday, November  5, 2012 11:29:45 UTC",38.7933,-122.7578,2.1,4.30,39,"Northern California"
nn,00392902,9,"Monday, November  5, 2012 11:15:52 UTC",38.0397,-118.4815,1.7,12.20,15,"Nevada"
us,b000dki8,5,"Monday, November  5, 2012 10:36:17 UTC",2.6283,128.7108,4.7,46.00,43,"Halmahera, Indonesia"
ak,10593514,1,"Monday, November  5, 2012 10:10:50 UTC",63.2140,-149.9104,2.1,106.90,23,"Central Alaska"
ci,15241417,0,"Monday, November  5, 2012 10:08:10 UTC",32.7080,-116.3643,1.7,15.80,19,"Southern California"
ak,10593510,1,"Monday, November  5, 2012 09:45:04 UTC",63.0948,-150.8397,1.5,60.30, 4,"Central Alaska"
us,b000dkhv,8,"Monday, November  5, 2012 09:38:04 UTC",-37.8300,177.5600,4.1,42.00, 0,"off the east coast of the North Island of New Zealand"
pr,12310002,0,"Monday, November  5, 2012 09:31:36 UTC",19.2476,-64.0402,3.1,93.00, 3,"Virgin Islands region"
ak,10593504,1,"Monday, November  5, 2012 09:16:31 UTC",64.4044,-147.4672,1.3,9.20,11,"Central Alaska"
ak,10593500,1,"Monday, November  5, 2012 09:12:33 UTC",59.9667,-140.0681,1.6,18.40, 6,"Southeastern Alaska"
ci,15241401,0,"Monday, November  5, 2012 09:02:59 UTC",34.0527,-117.1898,1.5,13.60,36,"Greater Los Angeles area, California"
ci,15241393,0,"Monday, November  5, 2012 08:54:13 UTC",33.8855,-116.6727,1.5,14.30,66,"Southern California"
us,b000dkhr,6,"Monday, November  5, 2012 08:48:20 UTC",4.3307,125.0004,4.4,126.20,24,"Kepulauan Sangihe, Indonesia"
nc,71875945,0,"Monday, November  5, 2012 07:54:13 UTC",38.0383,-121.8955,1.7,18.20,15,"San Francisco Bay area, California"
ci,15241377,0,"Monday, November  5, 2012 07:07:02 UTC",33.2543,-115.9803,1.8,6.80,96,"Southern California"
ci,15241369,0,"Monday, November  5, 2012 06:41:53 UTC",33.9890,-117.1928,1.4,12.80,38,"Greater Los Angeles area, California"
ci,15241361,0,"Monday, November  5, 2012 06:35:15 UTC",33.9793,-117.1992,1.7,12.60,115,"Greater Los Angeles area, California"
ak,10593478,2,"Monday, November  5, 2012 06:28:48 UTC",61.9792,-151.4050,2.3,88.00,19,"Southern Alaska"
ci,15241353,0,"Monday, November  5, 2012 06:24:21 UTC",33.9812,-117.1970,2.0,11.70,124,"Greater Los Angeles area, California"
ld,60021703,1,"Monday, November  5, 2012 06:19:11 UTC",41.0752,-74.2217,2.0,5.00,24,"New Jersey"
pr,12310001,0,"Monday, November  5, 2012 06:10:30 UTC",17.8215,-65.1595,2.5,16.00, 6,"Puerto Rico region"
pr,12310000,0,"Monday, November  5, 2012 06:04:48 UTC",17.9515,-65.6720,2.1,17.00, 4,"Puerto Rico region"
hv,60427391,2,"Monday, November  5, 2012 05:49:25 UTC",19.4127,-155.2708,2.2,1.80,19,"Island of Hawaii, Hawaii"
ci,15241337,0,"Monday, November  5, 2012 04:34:29 UTC",33.4918,-116.4768,1.0,15.30,37,"Southern California"
us,b000dkgi,A,"Monday, November  5, 2012 04:30:26 UTC",37.7828,143.6511,5.7,15.90,545,"off the east coast of Honshu, Japan"
ci,15241329,0,"Monday, November  5, 2012 04:06:40 UTC",33.9573,-118.3668,2.4,9.80,74,"Greater Los Angeles area, California"
nc,71875830,0,"Monday, November  5, 2012 03:55:56 UTC",38.8110,-122.8262,1.1,2.10,22,"Northern California"
ak,10593439,2,"Monday, November  5, 2012 02:45:16 UTC",62.2475,-145.6291,2.7,27.10,16,"Central Alaska"
ak,10593427,1,"Monday, November  5, 2012 02:01:10 UTC",64.5550,-150.1937,2.0,15.80,14,"Central Alaska"
ci,15241289,1,"Monday, November  5, 2012 01:38:33 UTC",32.7733,-115.5775,2.0,5.70,40,"Southern California"
ak,10593419,2,"Monday, November  5, 2012 01:23:15 UTC",50.2166,179.2909,3.3,41.80,21,"Rat Islands, Aleutian Islands, Alaska"
ak,10593408,1,"Monday, November  5, 2012 01:00:05 UTC",62.1928,-151.2898,2.1,93.30,19,"Central Alaska"
us,b000dkfj,7,"Monday, November  5, 2012 00:55:39 UTC",4.6534,125.1305,5.2,38.40,89,"Kepulauan Sangihe, Indonesia"
nc,71875780,1,"Monday, November  5, 2012 00:31:12 UTC",36.9565,-121.4440,1.5,6.80,24,"Central California"
us,b000dkf3,7,"Monday, November  5, 2012 00:29:57 UTC",-0.1841,125.3064,5.2,28.90,89,"Molucca Sea"
ci,15241273,0,"Monday, November  5, 2012 00:26:26 UTC",34.0050,-116.5772,1.6,10.60,59,"Southern California"
us,b000dkf1,6,"Monday, November  5, 2012 00:24:43 UTC",-28.7881,61.9978,5.2,10.00,91,"Southwest Indian Ridge"
nc,71875765,0,"Monday, November  5, 2012 00:01:47 UTC",37.6450,-118.9472,1.4,7.70,22,"Long Valley area, California"
nc,71875745,5,"Sunday, November  4, 2012 23:56:32 UTC",39.7342,-122.0262,2.3,30.20,25,"Northern California"
nc,71875735,0,"Sunday, November  4, 2012 23:55:41 UTC",37.4822,-121.7618,1.4,7.70,17,"Northern California"
nc,71875730,0,"Sunday, November  4, 2012 23:54:47 UTC",38.8405,-122.8285,1.2,2.00,20,"Northern California"
nc,71875725,0,"Sunday, November  4, 2012 23:51:15 UTC",38.7728,-122.7097,1.1,3.30,15,"Northern California"
us,b000dker,7,"Sunday, November  4, 2012 23:46:39 UTC",4.5998,125.1118,5.3,43.50,123,"Kepulauan Sangihe, Indonesia"
pr,12309004,0,"Sunday, November  4, 2012 23:40:17 UTC",19.5683,-64.2855,3.3,70.00, 7,"Virgin Islands region"
ci,15241257,0,"Sunday, November  4, 2012 23:20:31 UTC",34.3388,-116.9992,2.0,8.20,117,"Southern California"
ak,10593383,2,"Sunday, November  4, 2012 23:07:36 UTC",64.5818,-135.3891,2.7,34.20, 9,"Southern Yukon Territory, Canada"
ak,10593380,2,"Sunday, November  4, 2012 23:03:55 UTC",61.6268,-146.5003,1.8,36.20, 9,"Southern Alaska"
ak,10593378,1,"Sunday, November  4, 2012 23:03:24 UTC",61.3318,-146.0670,1.9,27.10,17,"Southern Alaska"
uw,60484156,2,"Sunday, November  4, 2012 22:38:50 UTC",47.7505,-120.0777,1.9,6.80,11,"Washington"
ci,15241241,0,"Sunday, November  4, 2012 22:36:46 UTC",33.2552,-115.9783,1.9,6.20,92,"Southern California"
nc,71875625,0,"Sunday, November  4, 2012 22:24:39 UTC",38.8363,-122.7833,1.4,2.20,13,"Northern California"
ci,15241233,0,"Sunday, November  4, 2012 22:10:01 UTC",33.9475,-117.5068,1.5,7.60,11,"Greater Los Angeles area, California"
nn,00392889,9,"Sunday, November  4, 2012 22:05:50 UTC",36.5165,-115.9657,1.1,7.80,16,"Nevada"
hv,60427231,1,"Sunday, November  4, 2012 21:50:10 UTC",19.3648,-155.2308,1.7,3.20,10,"Island of Hawaii, Hawaii"
ci,15241225,0,"Sunday, November  4, 2012 21:17:40 UTC",33.4730,-116.5190,1.2,7.30,38,"Southern California"
ak,10593361,1,"Sunday, November  4, 2012 21:15:12 UTC",60.4439,-140.6537,1.7,0.10,16,"Southern Yukon Territory, Canada"
nc,71875570,1,"Sunday, November  4, 2012 21:01:56 UTC",38.7883,-122.7680,1.6,4.10,27,"Northern California"
ak,10593342,2,"Sunday, November  4, 2012 20:43:59 UTC",59.0722,-152.5903,3.6,60.20,35,"Southern Alaska"
ci,15241209,0,"Sunday, November  4, 2012 20:35:23 UTC",33.0010,-116.7133,1.2,18.60,15,"Southern California"
ak,10593336,1,"Sunday, November  4, 2012 20:34:46 UTC",62.2090,-153.3268,2.3,0.00, 7,"Central Alaska"
nc,71875500,1,"Sunday, November  4, 2012 19:57:26 UTC",38.8295,-122.8048,2.1,0.70,27,"Northern California"
ci,15241201,0,"Sunday, November  4, 2012 19:23:07 UTC",33.9935,-116.8262,1.4,12.40,43,"Southern California"
ak,10593324,1,"Sunday, November  4, 2012 19:14:59 UTC",60.1259,-140.7102,1.5,15.00, 4,"Southern Yukon Territory, Canada"
us,b000dk9r,4,"Sunday, November  4, 2012 19:12:57 UTC",13.9867,-91.2335,4.5,84.10,63,"Guatemala"
us,b000dk9l,8,"Sunday, November  4, 2012 19:08:24 UTC",-20.3713,-67.9221,5.0,168.50,68,"Potosi, Bolivia"
ak,10593319,1,"Sunday, November  4, 2012 19:03:49 UTC",61.6191,-149.8165,1.7,33.60, 8,"Southern Alaska"
us,b000dk90,6,"Sunday, November  4, 2012 18:27:19 UTC",52.5217,-132.3462,4.6,20.30,124,"Queen Charlotte Islands, Canada region"
ak,10593309,1,"Sunday, November  4, 2012 18:10:22 UTC",60.9755,-149.8401,1.9,34.60,14,"Kenai Peninsula, Alaska"
ci,15241177,0,"Sunday, November  4, 2012 17:54:36 UTC",32.9065,-116.2243,1.4,6.10,18,"Southern California"
ci,15241169,0,"Sunday, November  4, 2012 17:52:58 UTC",32.9023,-116.2395,1.9,6.90,76,"Southern California"
ci,15241161,1,"Sunday, November  4, 2012 17:32:34 UTC",33.2547,-115.9820,2.9,6.60,131,"Southern California"
pr,12309003,0,"Sunday, November  4, 2012 17:13:00 UTC",19.6289,-64.2857,3.4,64.00, 8,"Virgin Islands region"
nc,71875355,0,"Sunday, November  4, 2012 17:12:20 UTC",37.4202,-118.7345,1.1,17.40, 6,"Central California"
nm,110412a,B,"Sunday, November  4, 2012 17:08:14 UTC",35.8608,-89.9397,2.6,7.90,28,"Arkansas"
us,b000dk8b,5,"Sunday, November  4, 2012 17:07:06 UTC",-24.3651,-179.0981,4.7,353.60,29,"south of the Fiji Islands"
ci,15241153,1,"Sunday, November  4, 2012 17:03:01 UTC",34.1762,-117.6592,3.1,0.40,159,"Greater Los Angeles area, California"
us,2012hnau,6,"Sunday, November  4, 2012 16:28:21 UTC",5.5071,125.5405,4.7,201.10,54,"Mindanao, Philippines"
ci,15241145,0,"Sunday, November  4, 2012 15:44:16 UTC",34.5790,-116.2665,1.5,8.90,21,"Southern California"
ak,10593279,1,"Sunday, November  4, 2012 15:20:04 UTC",64.5112,-145.1812,2.2,0.10,16,"Central Alaska"
ak,10593266,1,"Sunday, November  4, 2012 14:45:38 UTC",60.0767,-152.7461,2.9,105.20,28,"Southern Alaska"
ak,10593264,1,"Sunday, November  4, 2012 14:41:30 UTC",63.2546,-151.1040,1.3,12.80, 4,"Central Alaska"
nm,110512a,A,"Sunday, November  4, 2012 14:41:19 UTC",36.3056,-89.4712,1.1,5.20,17,"Tennessee"
ci,15241129,0,"Sunday, November  4, 2012 14:34:57 UTC",33.4817,-116.4528,1.1,14.30,44,"Southern California"
nc,71875260,0,"Sunday, November  4, 2012 14:07:16 UTC",36.3025,-120.8487,1.7,7.30,13,"Central California"
mb,28580,1,"Sunday, November  4, 2012 13:57:59 UTC",47.2425,-113.2083,1.0,12.30, 8,"western Montana"
ak,10593254,1,"Sunday, November  4, 2012 13:53:39 UTC",59.9591,-152.2080,2.5,40.50,18,"Southern Alaska"
uu,60003827,2,"Sunday, November  4, 2012 13:18:05 UTC",39.4055,-111.0807,1.8,1.20,11,"Utah"
ci,15241121,0,"Sunday, November  4, 2012 13:11:42 UTC",34.1057,-116.6418,1.0,2.50,16,"Southern California"
ci,15241113,0,"Sunday, November  4, 2012 12:41:41 UTC",35.0635,-118.5763,1.7,8.40,25,"Central California"
ak,10593242,1,"Sunday, November  4, 2012 12:30:48 UTC",64.0552,-145.3876,2.2,12.90, 5,"Central Alaska"
us,b000dk69,6,"Sunday, November  4, 2012 12:27:36 UTC",52.3393,-132.0312,4.9,10.40,401,"Queen Charlotte Islands, Canada region"
ak,10593235,1,"Sunday, November  4, 2012 12:13:13 UTC",63.0984,-149.9488,1.8,79.50,20,"Central Alaska"
us,b000dk67,4,"Sunday, November  4, 2012 12:13:01 UTC",-22.2777,171.4319,5.1,94.00,47,"southeast of the Loyalty Islands"
ak,10593232,1,"Sunday, November  4, 2012 12:02:52 UTC",61.5997,-148.2129,1.6,13.00, 9,"Southern Alaska"
ci,15241097,0,"Sunday, November  4, 2012 11:30:48 UTC",33.2792,-116.7800,1.9,14.20,102,"Southern California"
ci,15241089,0,"Sunday, November  4, 2012 11:21:29 UTC",33.1728,-115.5575,1.3,0.40,17,"Southern California"
ci,15241081,0,"Sunday, November  4, 2012 10:54:51 UTC",33.3583,-116.2998,1.3,14.70,48,"Southern California"
hv,60427056,1,"Sunday, November  4, 2012 10:50:50 UTC",18.8905,-155.3535,2.2,10.70, 9,"Hawaii region, Hawaii"
uu,60003817,2,"Sunday, November  4, 2012 10:28:03 UTC",44.7327,-110.4668,1.1,3.20,11,"Yellowstone National Park, Wyoming"
ci,15241041,0,"Sunday, November  4, 2012 10:19:46 UTC",33.3877,-116.6413,1.4,31.60,36,"Southern California"
pr,12309002,0,"Sunday, November  4, 2012 09:53:50 UTC",19.6713,-64.3294,3.3,62.00, 8,"Virgin Islands region"
us,b000dk5a,8,"Sunday, November  4, 2012 09:53:09 UTC",24.5042,-110.1831,4.3,10.40,249,"Gulf of California"
hv,60427036,1,"Sunday, November  4, 2012 09:48:49 UTC",19.3660,-155.2988,1.7,2.30,14,"Island of Hawaii, Hawaii"
ci,15241033,0,"Sunday, November  4, 2012 09:48:09 UTC",33.2075,-115.5657,1.7,0.10,24,"Southern California"
ci,15241025,0,"Sunday, November  4, 2012 09:37:20 UTC",34.3415,-116.9978,1.2,8.80,45,"Southern California"
ci,15241017,0,"Sunday, November  4, 2012 09:26:25 UTC",33.1528,-115.5712,1.4,0.00,17,"Southern California"
ci,15241001,0,"Sunday, November  4, 2012 09:21:26 UTC",33.1675,-115.5690,1.3,0.30,17,"Southern California"
nc,71875135,1,"Sunday, November  4, 2012 09:20:37 UTC",38.7937,-122.7793,1.8,4.20,37,"Northern California"
hv,60427011,2,"Sunday, November  4, 2012 08:40:23 UTC",19.3762,-155.2432,2.4,2.00,27,"Island of Hawaii, Hawaii"
us,b000dk3n,4,"Sunday, November  4, 2012 07:42:15 UTC",52.7407,-131.8590,4.1,10.00,192,"Queen Charlotte Islands, Canada region"
us,b000dk3f,8,"Sunday, November  4, 2012 06:37:36 UTC",-15.9479,-71.9675,5.4,122.60,507,"southern Peru"
nc,71875065,1,"Sunday, November  4, 2012 06:36:10 UTC",36.9618,-121.4482,1.8,5.20,36,"Central California"
ci,15240969,0,"Sunday, November  4, 2012 06:27:01 UTC",33.9502,-116.7463,1.1,13.80,49,"Southern California"
nn,00392843,9,"Sunday, November  4, 2012 06:14:51 UTC",37.3891,-117.1049,1.4,10.60,15,"Nevada"
ak,10593186,2,"Sunday, November  4, 2012 06:13:56 UTC",59.5924,-152.5160,2.1,74.50,15,"Southern Alaska"
uu,60003802,6,"Sunday, November  4, 2012 06:04:20 UTC",39.4460,-111.8857,3.1,12.70,28,"Utah"
nm,110512e,A,"Sunday, November  4, 2012 05:45:21 UTC",35.8248,-90.0488,1.3,5.90, 9,"Arkansas"
uu,60003797,2,"Sunday, November  4, 2012 05:37:30 UTC",39.4902,-111.9748,1.0,0.10, 8,"Utah"
nc,71875035,0,"Sunday, November  4, 2012 05:35:37 UTC",38.8297,-122.8235,1.1,2.60,10,"Northern California"
pr,12309001,0,"Sunday, November  4, 2012 05:09:28 UTC",19.3495,-65.2519,3.1,46.00,10,"Puerto Rico region"
ak,10593174,1,"Sunday, November  4, 2012 05:08:40 UTC",60.6230,-149.2778,2.2,24.30,19,"Kenai Peninsula, Alaska"
us,b000dk2r,5,"Sunday, November  4, 2012 05:07:53 UTC",52.6167,-131.9573,4.0,10.00,106,"Queen Charlotte Islands, Canada region"
nc,71875010,0,"Sunday, November  4, 2012 05:01:02 UTC",38.7463,-122.7063,1.6,2.60,16,"Northern California"
hv,60426856,2,"Sunday, November  4, 2012 05:00:56 UTC",19.4090,-155.2768,1.9,1.40,16,"Island of Hawaii, Hawaii"
nc,71875005,0,"Sunday, November  4, 2012 04:54:30 UTC",37.6328,-118.8778,1.3,8.20,15,"Long Valley area, California"
ak,10593165,1,"Sunday, November  4, 2012 04:50:01 UTC",59.4392,-152.9424,2.6,91.90,16,"Southern Alaska"
ci,15240961,0,"Sunday, November  4, 2012 04:41:48 UTC",34.0312,-117.5707,1.4,14.60,54,"Greater Los Angeles area, California"
uu,60003792,2,"Sunday, November  4, 2012 04:36:27 UTC",39.4838,-111.9667,1.5,0.50, 9,"Utah"
nc,71874990,3,"Sunday, November  4, 2012 04:22:30 UTC",36.8197,-121.5548,2.0,4.90,71,"Central California"
us,b000dk27,8,"Sunday, November  4, 2012 04:16:39 UTC",-29.9425,-177.7036,4.7,18.00,37,"Kermadec Islands, New Zealand"
pr,12309000,0,"Sunday, November  4, 2012 04:16:15 UTC",19.0475,-64.4777,2.5,16.00, 7,"Virgin Islands region"
us,b000dk23,3,"Sunday, November  4, 2012 04:14:03 UTC",5.7770,126.2675,4.6,147.60,28,"Mindanao, Philippines"
ak,10593148,2,"Sunday, November  4, 2012 03:45:16 UTC",61.8721,-151.8633,2.3,101.80,20,"Southern Alaska"
nc,71874985,0,"Sunday, November  4, 2012 03:42:47 UTC",38.8375,-122.7850,1.6,2.40,20,"Northern California"
hv,60426766,1,"Sunday, November  4, 2012 02:38:55 UTC",19.3785,-155.2428,1.8,3.10,15,"Island of Hawaii, Hawaii"
ci,15240945,0,"Sunday, November  4, 2012 02:00:57 UTC",33.4695,-116.5548,1.0,7.30,29,"Southern California"
us,b000dk1j,A,"Sunday, November  4, 2012 01:52:11 UTC",-11.9781,-75.6870,4.9,94.30,247,"central Peru"
ak,10593126,1,"Sunday, November  4, 2012 01:51:26 UTC",63.4465,-150.3322,2.5,0.10,23,"Central Alaska"
uw,60484046,3,"Sunday, November  4, 2012 01:44:59 UTC",47.9307,-120.7577,2.0,9.00,12,"Washington"
ci,15240937,0,"Sunday, November  4, 2012 01:41:53 UTC",36.1552,-117.8473,1.4,8.30,23,"Central California"
hv,60426701,2,"Sunday, November  4, 2012 01:33:57 UTC",19.3847,-155.2463,3.2,3.30,34,"Island of Hawaii, Hawaii"
ak,10593119,1,"Sunday, November  4, 2012 01:30:04 UTC",61.7607,-151.6156,2.0,90.00, 5,"Southern Alaska"
ak,10593113,2,"Sunday, November  4, 2012 01:19:25 UTC",66.7563,-146.6014,3.1,34.20,21,"northern Alaska"
ak,10593111,1,"Sunday, November  4, 2012 01:02:40 UTC",61.5472,-140.9770,1.5,9.40, 7,"Southern Yukon Territory, Canada"
nc,71874875,0,"Sunday, November  4, 2012 00:36:48 UTC",38.8093,-122.7923,1.0,1.30,14,"Northern California"
us,b000dk11,6,"Sunday, November  4, 2012 00:16:33 UTC",-14.8574,167.3163,4.9,147.40,46,"Vanuatu"
hv,60426656,1,"Sunday, November  4, 2012 00:03:48 UTC",19.1762,-155.4440,1.9,2.40,15,"Island of Hawaii, Hawaii"
uw,60484031,3,"Saturday, November  3, 2012 23:54:43 UTC",45.0253,-124.1512,2.9,39.70,30,"offshore Oregon"
ak,10593087,2,"Saturday, November  3, 2012 23:29:43 UTC",61.3347,-146.1162,3.0,23.70,41,"Southern Alaska"
uu,60003787,2,"Saturday, November  3, 2012 23:24:24 UTC",39.0127,-111.4777,1.7,16.90, 8,"Utah"
pr,12308008,0,"Saturday, November  3, 2012 23:24:19 UTC",18.7828,-64.3206,2.6,43.00, 4,"Virgin Islands region"
ci,15240889,0,"Saturday, November  3, 2012 23:12:10 UTC",36.2435,-117.8645,1.5,6.60,22,"Central California"
hv,60426641,2,"Saturday, November  3, 2012 23:04:58 UTC",19.3225,-155.1228,2.6,8.00,34,"Island of Hawaii, Hawaii"
ci,15240881,0,"Saturday, November  3, 2012 23:03:58 UTC",33.9905,-118.2365,1.7,11.10,36,"Greater Los Angeles area, California"
pr,12308007,0,"Saturday, November  3, 2012 22:48:57 UTC",18.2441,-67.4945,3.3,139.00, 6,"Mona Passage, Puerto Rico"
nc,71874765,1,"Saturday, November  3, 2012 22:42:31 UTC",38.8448,-122.8290,2.0,2.40,32,"Northern California"
nc,71874755,1,"Saturday, November  3, 2012 22:40:05 UTC",38.8443,-122.8285,1.8,2.50,28,"Northern California"
ak,10593072,1,"Saturday, November  3, 2012 22:34:51 UTC",63.4779,-147.7846,1.5,15.10, 6,"Central Alaska"
ci,15240849,0,"Saturday, November  3, 2012 22:06:44 UTC",34.1318,-116.9415,1.3,7.80,50,"Southern California"
ci,15240841,0,"Saturday, November  3, 2012 21:57:41 UTC",33.4610,-116.4790,1.1,15.60,40,"Southern California"
ci,15240833,0,"Saturday, November  3, 2012 21:56:37 UTC",33.6975,-116.8067,1.0,22.10,41,"Southern California"
uu,60003772,2,"Saturday, November  3, 2012 21:29:03 UTC",38.8553,-112.1273,1.1,1.70, 7,"Utah"
uw,60484001,2,"Saturday, November  3, 2012 21:15:29 UTC",49.4280,-120.5055,2.2,0.00, 7,"British Columbia, Canada"
ci,15240817,0,"Saturday, November  3, 2012 21:02:23 UTC",32.5627,-115.6907,2.1,6.10,36,"Baja California, Mexico"
us,b000djzq,5,"Saturday, November  3, 2012 20:49:11 UTC",-21.9335,-176.3168,4.9,105.50,97,"Fiji region"
nc,71874695,1,"Saturday, November  3, 2012 20:37:17 UTC",35.5898,-120.8395,1.9,8.00,42,"Central California"
nc,71874690,1,"Saturday, November  3, 2012 19:51:44 UTC",38.8252,-122.8558,1.5,2.50,29,"Northern California"
us,b000djyg,5,"Saturday, November  3, 2012 19:08:53 UTC",-5.7961,146.9416,4.3,116.10,19,"eastern New Guinea region, Papua New Guinea"
us,b000djy2,9,"Saturday, November  3, 2012 18:40:52 UTC",17.4852,120.3199,4.5,44.90,67,"Luzon, Philippines"
nc,71874660,1,"Saturday, November  3, 2012 18:30:28 UTC",36.8108,-121.5395,1.6,5.00,28,"Central California"
ak,10593043,1,"Saturday, November  3, 2012 18:28:47 UTC",63.0823,-151.5401,2.2,0.00,14,"Central Alaska"
nc,71874655,3,"Saturday, November  3, 2012 18:19:36 UTC",36.8193,-121.5493,2.3,5.40,71,"Central California"
nc,71874640,0,"Saturday, November  3, 2012 18:08:04 UTC",39.4875,-122.3140,2.1,29.50,11,"Northern California"
pr,12308005,0,"Saturday, November  3, 2012 18:07:26 UTC",18.9276,-64.7618,2.9,78.00, 6,"Virgin Islands region"
nc,71874630,0,"Saturday, November  3, 2012 17:58:17 UTC",38.7663,-122.7247,1.0,3.70,17,"Northern California"
hv,60426596,1,"Saturday, November  3, 2012 17:53:01 UTC",19.3040,-155.9183,1.9,16.30,12,"Island of Hawaii, Hawaii"
us,b000djxc,8,"Saturday, November  3, 2012 17:49:14 UTC",52.5345,-132.0069,4.2,22.40,175,"Queen Charlotte Islands, Canada region"
pr,12308004,0,"Saturday, November  3, 2012 17:32:50 UTC",19.0526,-65.4766,2.9,46.00, 3,"Puerto Rico region"
ci,15240785,1,"Saturday, November  3, 2012 16:57:15 UTC",33.4867,-116.4478,1.1,14.90,50,"Southern California"
pr,12308006,0,"Saturday, November  3, 2012 16:43:09 UTC",19.6469,-64.3888,3.0,43.00, 6,"Virgin Islands region"
